planet_name,mass,radius,orbital_period,semi_major_axis,eccentricity,star_teff,star_mass,star_radius,distance_pc,hz_inner_au,hz_outer_au,earth_sized,in_hz,habitability_label
TOI-554 c,0.0135,0.134,3.04405,0.0443,0.23,6338.0,1.24,1.43,45.6181,0.037420451958445636,0.0883122666219317,False,True,0
TOI-5573 b,0.35,0.87,8.79758977,0.0712,0.072,3790.0,0.619,0.594,185.8,0.06257805396111568,0.147684207348233,True,True,1
TOI-558 b,3.61,1.086,14.574071,0.1291,0.298,6466.0,1.349,1.496,401.0,0.03667968210835578,0.08656404977571963,True,False,0
TOI-5592 b,0.899,1.53,2.6085846,0.03935,0.0,6240.0,1.194,1.393,586.9,0.03800814495394686,0.08969922209131459,False,True,0
TOI-559 b,6.01,1.091,6.9839095,0.0723,0.15,5925.0,1.026,1.233,233.2,0.04002883114137189,0.09446804149363766,True,True,1
TOI-5616 b,0.802,0.961,2.002849,0.0272,0.0,3996.0,0.666,0.646,383.0,0.05935205818634346,0.14007085731977056,True,False,0
TOI-561 b,0.00636,0.12463,0.4465697,0.01064,0.0,5326.0,0.805,0.832,86.01,0.044530759390279465,0.10509259216105954,False,False,0
TOI-561 c,0.01866,0.2556,10.778838,0.0889,0.23,5326.0,0.805,0.832,86.01,0.044530759390279465,0.10509259216105954,False,True,0
TOI-561 d,0.04194,0.2333,25.71268,0.1587,0.11,5326.0,0.805,0.832,86.01,0.044530759390279465,0.10509259216105954,False,False,0
TOI-561 e,0.039,0.22455,77.144,0.33,0.074,5326.0,0.805,0.832,86.01,0.044530759390279465,0.10509259216105954,False,False,0
TOI-561 f,0.0601,0.207,433.0,1.034,0.08,5326.0,0.805,0.832,86.01,0.044530759390279465,0.10509259216105954,False,False,0
TOI-5634 Ab,0.576,0.923,2.2035373,0.0272,0.0,3896.0,0.556,0.54,322.5,0.06087546830406274,0.14366610519758807,True,False,0
TOI-564 Ab,1.463,1.02,1.651144,0.02734,0.072,5666.0,1.1,1.04,200.7,0.041858599455105616,0.09878629471404926,True,False,0
TOI-5678 b,0.063,0.438,47.73022,0.249,0.14,5485.0,0.905,0.938,104.0,0.04323989507978641,0.10204615238829592,False,False,0
TOI-5688 Ab,0.39,0.919,2.94815527,0.03379,0.128,3713.0,0.6,0.57,225.72,0.06387579437452962,0.15074687472388987,True,False,0
TOI-5720 b,0.00415,0.0972,1.4344555,0.0183,,3325.0,0.38,0.38,35.87,0.0713295712819935,0.1683377882255047,False,False,0
TOI-5786 b,0.23,0.7708,12.779107,0.114,0.0,6235.0,1.23,1.36,193.8,0.03803862462111122,0.08977115410582247,False,False,0
TOI-5799 b,0.0116,0.14497,4.164753,0.0352,,3514.0,0.337,0.328,27.81,0.06749312023694606,0.1592837637591927,False,False,0
TOI-5800 b,0.034,0.2391,2.627882,0.0345,0.39,4830.0,0.79,0.8,42.745,0.04910369037528539,0.11588470928567353,False,False,0
TOI-5817 b,0.0324,0.2748,15.61031,0.1223,0.2,5770.0,0.97,1.427,80.34,0.04110412903165138,0.09700574451469725,False,False,0
TOI-6008 b,0.0035,0.0919,0.8574347,0.0108,,3075.0,0.23,0.24,23.02,0.07712872341874097,0.18202378726822868,False,False,0
TOI-6016 b,1.17,1.22,4.023687,0.055,0.0,6004.0,1.04,1.7,364.715,0.039502135994774895,0.09322504094766874,True,True,1
TOI-6029 b,1.635,1.284,5.7987,0.0731,0.091,6223.0,1.548,2.338,596.7,0.038111975656858185,0.08994426255018531,True,True,1
TOI-6034 Bb,0.798,1.063,2.576184,0.02949,0.04,3635.0,0.514,0.489,117.48,0.0652464441575319,0.15398160821177528,True,False,0
TOI-6038 Ab,0.247,0.5719,5.8267311,0.069,,6110.0,1.29,1.65,177.2,0.03881682888913722,0.09160771617836384,False,True,0
TOI-603 b,0.1495,0.7075,16.17989,0.1281,0.22,5900.75,1.072,1.629,205.924,0.040193335510338254,0.09485627180439828,False,False,0
TOI-6054 b,0.039,0.2364,7.501437,0.0763,0.16,6047.0,1.107,1.662,78.73,0.039221237723272434,0.09256212102692295,False,True,0
TOI-6054 c,0.0289,0.25,12.56364,0.1,0.33,6047.0,1.107,1.662,78.73,0.039221237723272434,0.09256212102692295,False,False,0
TOI-6086 b,0.00529,0.1053,1.3888725,0.01541,,3200.0,0.25,0.26,31.47,0.07411588266019639,0.17491348307806348,False,False,0
TOI-6130 b,1.05,1.28,2.392679,0.036,0.036,5816.0,1.09,1.27,220.882,0.04077902759845743,0.09623850513235954,True,False,0
TOI-620 b,0.0485,0.3354,5.0988179,0.04825,0.19,3708.0,0.577,0.55,33.022,0.063961926783341,0.15095014720868477,False,False,0
TOI-6255 b,0.00453,0.09626,0.23818244,0.0054,0.0,3421.0,0.353,0.37,20.3855,0.06932792297942954,0.1636138982314537,False,False,0
TOI-628 b,6.33,1.06,3.4095675,0.0486,0.07,6250.0,1.311,1.345,178.5,0.03794733192202055,0.08955570333596849,True,True,1
TOI-6303 b,7.84,1.03,9.485236,0.076,0.02,3977.0,0.64,0.61,,0.05963561089077909,0.14074004170223864,True,True,1
TOI-6324 b,0.00368,0.09448,0.279221,0.00432,0.0,3327.0,0.269,0.293,20.5586,0.0712866920687191,0.16823659328217708,False,False,0
TOI-6330 b,10.0,0.97,6.8500246,0.0576,0.34,3539.0,0.53,0.49,,0.06701633922368705,0.15815856056790142,True,False,0
TOI-6383 Ab,1.04,1.0072,1.79058695,0.02292,0.05,3444.0,0.458,0.457,172.08,0.06886493162387586,0.16252123863234702,True,False,0
TOI-640 Ab,0.88,1.771,5.0037775,0.06608,0.05,6460.0,1.536,2.082,341.9,0.03671374992455549,0.08664444982195095,False,True,0
TOI-6478 b,,0.41,34.005019,0.1136,0.0,3230.0,0.23,0.234,38.61,0.07342749984911098,0.1732888996439019,False,True,0
TOI-654 b,0.02791,0.21492,1.527561,0.01942,0.1,3424.0,0.42,0.43,57.75,0.0692671800562583,0.1634705449327696,False,False,0
TOI-663 b,0.014,0.2025,2.598902,0.0295,,3681.0,0.514,0.512,64.23,0.06443108517050487,0.1520573610023915,False,False,0
TOI-663 c,0.01148,0.2016,4.6955507,0.0437,,3681.0,0.514,0.512,64.23,0.06443108517050487,0.1520573610023915,False,False,0
TOI-663 d,0.0164,0.1713,7.1027268,0.0576,,3681.0,0.514,0.512,64.23,0.06443108517050487,0.1520573610023915,False,False,0
TOI-6651 b,0.192,0.4541,5.056973,0.0633,0.09,5818.93,1.047,1.802,212.128,0.04075849417549763,0.0961900462541744,False,True,0
TOI-6695 b,0.21,0.85,80.389,0.402,0.04,6400.0,1.338,1.517,282.67,0.037057941330098196,0.08745674153903174,True,False,0
TOI-674 b,0.0739,0.4693,1.977143,0.0231,0.1,3505.0,0.442,0.421,46.16,0.06766642639447316,0.15969276629095666,False,False,0
TOI-677 b,1.234,1.17,11.2365985,0.1038,0.46,6295.0,1.18,1.28,143.0,0.03767606425935321,0.08891551165207358,True,False,0
TOI-682 b,0.0387,0.339,6.8392339,0.0668,,5085.0,0.85,1.084,83.1548,0.04664126342431238,0.11007338168137722,False,True,0
TOI-6883 Ab,4.34,1.087,16.24921,0.129,0.6,5756.0,1.082,1.086,93.73,0.041204104328114735,0.09724168621435078,True,False,0
TOI-6883 Ac,0.357,0.792,7.8458,0.079,0.3896,5756.0,1.082,1.086,93.73,0.041204104328114735,0.09724168621435078,False,True,0
TOI-6894 b,0.168,0.855,3.37077196,0.02604,0.03,2960.0,0.207,0.2276,73.8131,0.08012527855156365,0.18909565738169024,True,False,0
TOI-700 b,0.00406,0.08154,9.977219,0.0677,0.075,3480.0,0.416,0.42,31.127,0.06815253577949093,0.1608399844395986,False,False,0
TOI-700 c,0.0079,0.232,16.051137,0.0929,0.068,3480.0,0.416,0.42,31.127,0.06815253577949093,0.1608399844395986,False,True,0
TOI-700 d,0.0076,0.09573,37.42396,0.1633,0.042,3480.0,0.416,0.42,31.127,0.06815253577949093,0.1608399844395986,False,False,0
TOI-700 e,,0.08502,27.80978,0.134,0.059,3480.0,0.416,0.42,31.127,0.06815253577949093,0.1608399844395986,False,True,0
TOI-7041 b,0.36,1.02,9.691,0.091,0.04,4700.0,1.07,4.1,442.0,0.050461877555878394,0.119090031031873,True,True,1
TOI-712 b,0.0176,0.1828,9.531361,0.07928,0.54,4622.0,0.732,0.674,58.62,0.0513134626812264,0.1210997719276943,False,True,0
TOI-712 c,0.0274,0.241,51.69906,0.2447,0.089,4622.0,0.732,0.674,58.62,0.0513134626812264,0.1210997719276943,False,False,0
TOI-712 d,0.0236,0.22072,84.8396,0.3405,0.073,4622.0,0.732,0.674,58.62,0.0513134626812264,0.1210997719276943,False,False,0
TOI-7149 b,0.705,1.18,2.65206166,0.026,0.078,3363.0,0.344,0.351,127.24,0.0705235874256998,0.1664356663246515,True,False,0
TOI-715 b,,0.1383,19.288064,0.083,,3074.0,0.225,0.24,42.46,0.07715381408998973,0.18208300125237575,False,True,0
TOI-732 Ab,0.00774,0.11821,0.76837931,0.01195,0.0,3358.0,0.38,0.38,22.04,0.07062859574527351,0.1666834859588455,False,False,0
TOI-732 Ac,0.0253,0.2132,12.252284,0.0757,0.024,3358.0,0.38,0.38,22.04,0.07062859574527351,0.1666834859588455,False,True,0
TOI-733 b,0.018,0.1775,4.884765,0.0618,0.046,5585.0,0.956,0.95,75.27,0.042465680306647886,0.10021900552368902,False,True,0
TOI-757 b,0.033,0.223,17.46819,0.122,0.39,5278.0,0.8,0.773,60.4,0.044935737876587424,0.10604834138874633,False,False,0
TOI-762 Ab,0.251,0.744,3.4716826,0.03418,,3266.0,0.442,0.425,98.78,0.07261813365359107,0.17137879542247494,False,False,0
TOI-763 Ab,0.0308,0.2034,5.6057,0.06,0.04,5450.0,0.917,0.897,95.39,0.04351758247938137,0.10270149465134001,False,True,0
TOI-763 Ac,0.02932,0.2346,12.2737,0.1,0.04,5450.0,0.917,0.897,95.39,0.04351758247938137,0.10270149465134001,False,True,0
TOI-771 b,0.00777,0.1213,2.3260155,0.0208,0.055,3201.0,0.22,0.242,25.28,0.07409272868248311,0.17485883969066016,False,False,0
TOI-776 b,0.01466,0.165,8.24664,0.0652,,3709.0,0.544,0.538,27.19,0.063944681723545,0.15090944886756621,False,True,0
TOI-776 c,0.0217,0.1829,15.665323,0.1,0.09,3709.0,0.544,0.538,27.19,0.063944681723545,0.15090944886756621,False,True,0
TOI-778 b,2.8,1.374,4.633611,0.06,0.21,6875.0,1.4,1.71,162.0,0.03449757447456414,0.08141427575997137,True,True,1
TOI-782 b,0.0601,0.24391,8.0240015,0.0578,0.19,3370.0,0.397,0.413,52.21,0.07037709926190755,0.1660899542581018,False,False,0
TOI-784 b,0.03043,0.1722,2.7970365,0.038,0.0,5558.0,0.91,0.907,64.59,0.042671972744265645,0.10070585567646692,False,False,0
TOI-813 b,,0.5986,83.8911,0.423,0.05,5907.0,1.32,1.94,265.1535,0.04015080828045175,0.09475590754186612,False,False,0
TOI-815 Ab,0.0239,0.2623,11.197259,0.0903,0.0,4869.0,0.776,0.77,59.437,0.04871037677400461,0.11495648918665087,False,True,0
TOI-815 Ac,0.0739,0.2337,34.976145,0.193,,4869.0,0.776,0.77,59.437,0.04871037677400461,0.11495648918665087,False,False,0
TOI-824 b,0.058104,0.26104,1.392978,0.02177,,4616.0,0.69,0.68,63.71,0.05138016128956422,0.12125718064337157,False,False,0
TOI-833 Ab,0.006,0.1133,1.04318777,0.0171,,3920.0,0.61,0.6,41.7,0.060502761355262356,0.14278651679841917,False,False,0
TOI-836 b,0.01425,0.15202,3.81673,0.0422,0.053,4552.0,0.678,0.665,27.504,0.052102553715428046,0.12296202676841018,False,False,0
TOI-836 c,0.0302,0.2308,8.59545,0.075,0.078,4552.0,0.678,0.665,27.504,0.052102553715428046,0.12296202676841018,False,True,0
TOI-837 Ab,0.395,0.817,8.3249114,0.0883,0.0,6104.0,1.15,1.0,142.488,0.03885498435659051,0.0916977630815536,True,True,1
TOI-849 b,0.1315,0.30726,0.765548,0.0155,0.0,5375.3,0.929,0.919,225.2,0.044122341918149385,0.10412872692683256,False,False,0
TOI-858 B b,1.1,1.255,3.2797178,0.04445,0.15,5842.0,1.08,1.3,251.7,0.04059753928665327,0.09581019271650172,True,True,1
TOI-871 b,0.012,0.1481,14.362565,0.1054,,4929.0,0.758,0.719,68.04,0.0481174324432194,0.11355714056599779,False,True,0
TOI-880 Ab,0.0098,0.1954,2.57571,0.0349,,5050.0,0.87,0.83,60.67,0.046964519705470976,0.1108362665049115,False,False,0
TOI-880 Ac,0.0717,0.4416,6.3872703,0.0635,,5050.0,0.87,0.83,60.67,0.046964519705470976,0.1108362665049115,False,True,0
TOI-880 Ad,0.0412,0.303,14.33201,0.1098,,5050.0,0.87,0.83,60.67,0.046964519705470976,0.1108362665049115,False,True,0
TOI-892 b,0.95,1.07,10.62656,0.092,0.125,6261.0,1.28,1.39,340.543,0.03788066195697627,0.089398362218464,True,False,0
TOI-904 b,,0.2168,10.8772,0.056,,3770.0,0.527,0.527,46.089,0.0629100330272224,0.14846767794424484,False,False,0
TOI-904 c,,0.1936,83.9997,0.312,,3770.0,0.527,0.527,46.089,0.0629100330272224,0.14846767794424484,False,False,0
TOI-905 Ab,0.667,1.171,3.739494,0.04666,0.024,5300.0,0.85,1.14,159.4,0.04474921217219404,0.10560814072637793,True,True,1
TOI-907 Ab,,0.856,4.5849129,0.055,,6224.0,1.2,2.06,312.0,0.03810585226745316,0.08992981135118945,True,True,1
TOI-908 b,0.050773,0.28424,3.183792,0.041657,,5626.0,0.95,1.028,175.7,0.042156207698654184,0.09948865016882387,False,False,0
TOI-942 b,2.599,0.4291,4.32419,0.04796,0.0,4969.0,0.88,0.893,153.2732,0.04773009146963744,0.11264301586834437,False,True,0
TOI-942 c,2.501,0.5166,10.15643,0.0847,0.0,4969.0,0.88,0.893,153.2732,0.04773009146963744,0.11264301586834437,False,True,0
TOI-954 Ab,0.174,0.852,3.6849729,0.04963,0.14,5710.0,1.201,1.892,235.7,0.04153604632445331,0.09802506932570983,True,True,1
TOI-969 b,0.0286,0.24668,1.8237305,0.02636,,4435.0,0.734,0.671,77.83,0.053477074298225125,0.1262058953438113,False,False,0
TRAPPIST-1 b,0.0027,0.09689,1.51087081,0.01111,0.0,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TRAPPIST-1 c,0.00434,0.09421,2.4218233,0.01521,0.0,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TRAPPIST-1 d,0.0013,0.0689,4.04961,0.02144,0.0,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TRAPPIST-1 e,0.002,0.0819,6.099615,0.02817,0.005,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TRAPPIST-1 f,0.0021,0.09323,9.20669,0.0371,0.01,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TRAPPIST-1 g,0.00422,0.1005,12.35294,0.0451,0.002,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TRAPPIST-1 h,0.001041,0.0674,20.0,0.063,,2560.0,0.08,0.117,12.1,0.0926448533252455,0.21864185384757936,False,False,0
TrES-1 Ab,0.761,1.099,3.0300722,0.0393,0.0,5242.82,0.896,0.857,159.66,0.04523726248710206,0.10675993946956087,True,False,0
TrES-2 Ab,1.253,1.189,2.4706133738,0.03555,0.0,5850.0,0.98,1.0,220.0,0.040542021284209986,0.09567917023073558,True,False,0
TrES-3 b,1.91,1.305,1.30618608,0.0226,0.0,5720.0,0.924,0.813,,0.041463430858851125,0.09785369682688866,True,False,0
TrES-4 Ab,0.917,1.706,3.5539268,0.05084,0.0,6200.0,1.388,1.798,479.0,0.03825335879235942,0.09027792674996823,False,True,0
TrES-5 b,1.778,1.209,1.4822446,0.02446,,5171.0,0.893,0.866,360.0,0.04586556265956845,0.10824272787658154,True,False,0
WASP-100 Ab,2.03,1.69,2.849375,0.0457,0.0,6733.0,1.44,1.774,364.411,0.035225133597598164,0.08313131529033167,False,True,0
WASP-101 b,0.5,1.36,3.5857076,0.0496,0.0,6400.0,1.34,1.29,,0.037057941330098196,0.08745674153903174,True,True,1
WASP-102 b,0.621,1.33,2.709813,0.041,0.0,5990.0,1.08,1.375,535.689,0.03959446152130692,0.09344292919028432,True,True,1
WASP-103 b,1.49,1.528,0.925542,0.01985,,6110.0,1.22,1.436,470.0,0.03881682888913722,0.09160771617836384,False,False,0
WASP-104 Ab,1.272,1.137,1.7554137,0.02918,0.0,5450.0,1.02,0.93,143.0,0.04351758247938137,0.10270149465134001,True,False,0
WASP-105 b,1.8,0.96,7.87288,0.075,0.0,5070.0,0.89,0.9,,0.04677925532793461,0.11039904257392567,True,True,1
WASP-106 b,1.925,1.085,9.289715,0.0917,0.0,6000.0,1.27,1.85,283.0,0.03952847075210474,0.0932871909749672,True,True,1
WASP-107 b,0.12,0.94,5.72149,0.055,0.06,4430.0,0.69,0.66,,0.05353743216989355,0.1263483399209488,True,True,1
WASP-108 Ab,1.167,1.215,2.6755463,0.0397,0.0,6000.0,1.167,1.215,220.0,0.03952847075210474,0.0932871909749672,True,True,1
WASP-109 b,0.91,1.443,3.3190233,0.0463,0.0,6520.0,1.203,1.346,330.0,0.036375893330157734,0.08584710825917226,True,True,1
WASP-10 b,3.16,1.08,3.0927616,0.0371,0.057,4675.0,0.71,0.783,90.0,0.050731727168476674,0.11972687611760495,True,False,0
WASP-110 b,0.515,1.238,3.7783977,0.0457,0.0,5400.0,0.892,0.881,320.0,0.04392052305789415,0.1036524344166302,True,True,1
WASP-111 Ab,1.85,1.442,2.310965,0.03914,0.0,6510.0,1.336,1.954,298.109,0.036431770278437546,0.08597897785711262,True,True,1
WASP-112 b,0.88,1.191,3.0353992,0.0382,0.0,5610.0,0.807,1.002,450.0,0.042276439307063894,0.0997723967646708,True,False,0
WASP-113 Ab,0.475,1.409,4.54216874538,0.05885,0.0,5890.0,1.318,1.608,360.0,0.0402666934656415,0.09502939657891393,True,True,1
WASP-114 Ab,1.769,1.339,1.5487743,0.02851,0.012,5940.0,1.289,1.43,460.0,0.03992774823444923,0.09422948583330018,True,False,0
WASP-116 b,0.64,1.22,6.6132,0.065,0.0,6250.0,1.25,1.426,559.243,0.03794733192202055,0.08955570333596849,True,True,1
WASP-117 b,0.3,0.98,10.020593,0.0714,0.302,6040.0,1.126,1.17,,0.039266692800104044,0.09266939500824554,True,True,1
WASP-118 Ab,0.514,1.44,4.0460435,0.05453,0.0,6404.0,1.29,1.81,376.658,0.037034794583483514,0.0874021152170211,True,True,1
WASP-119 b,1.23,1.4,2.49979,0.0363,0.058,5650.0,1.02,1.2,333.0,0.041977137081881145,0.0990660435132395,True,False,0
WASP-120 Ab,5.06,1.515,3.6112706,0.0522,0.059,6572.0,1.36,1.684,381.174,0.03608807433241455,0.08516785542449834,False,True,0
WASP-121 b,1.184,1.865,1.2749255,0.02544,0.02,6460.0,1.353,1.458,270.0,0.03671374992455549,0.08664444982195095,False,False,0
WASP-122 Ab,1.401,1.792,1.7100567,0.03107,0.0,5875.0,1.06,1.508,250.121,0.040369502044702715,0.0952720248254984,False,False,0
WASP-123 Ab,0.92,1.327,2.977641,0.0431,0.0,5737.0,1.025,1.22,197.996,0.04134056554168179,0.09756373467836903,True,True,1
WASP-124 b,0.6,1.24,3.37265,0.0499,0.017,6050.0,1.07,1.02,433.0,0.039201789175641065,0.09251622245451292,True,True,1
WASP-126 b,0.2841,0.96,3.2888,0.0449,0.18,5800.0,1.12,1.27,234.0,0.04089152146769456,0.09650399066375916,True,True,1
WASP-127 Ab,0.17,1.293,4.17806348,0.0495,,5828.0,1.05,1.347,159.507,0.04069506254506322,0.0960403476063492,True,True,1
WASP-129 Ab,1.0,0.93,5.748145,0.0628,0.096,5900.0,1.0,0.9,246.0,0.04019844483264889,0.09486832980505137,True,True,1
WASP-12 Ab,1.47,1.9,1.09141937,0.02344,0.0,6360.0,1.434,1.657,432.5,0.03729101014349504,0.08800678393864829,False,False,0
WASP-130 Ab,1.23,0.89,11.55098,0.1012,0.0,5625.0,1.04,0.96,180.0,0.04216370213557839,0.099506337039965,True,False,0
WASP-131 Ab,0.27,1.19,5.3220096,0.0602,0.0,6030.0,1.06,1.53,250.0,0.03933181169363656,0.09282307559698227,True,True,1
WASP-132 b,0.428,0.901,7.1335164,0.067,0.0163,4686.0,0.789,0.758,123.17,0.05061263860704832,0.11944582711263403,True,True,1
WASP-132 c,0.0197,0.16424,1.01153624,0.01833,0.0,4686.0,0.789,0.758,123.17,0.05061263860704832,0.11944582711263403,False,False,0
WASP-133 b,1.16,1.21,2.176423,0.0345,0.17,5700.0,1.16,1.44,457.0,0.041608916581162884,0.09819704313154441,True,False,0
WASP-134 b,1.412,0.988,10.1467583,0.0956,0.1447,5700.0,1.131,1.16,195.0,0.041608916581162884,0.09819704313154441,True,True,1
WASP-135 b,1.9,1.3,1.4013794,0.0243,0.0,5680.0,0.98,0.96,300.0,0.04175542685081487,0.09854280736792309,True,False,0
WASP-136 Ab,1.51,1.38,5.215357,0.0661,,6067.2,1.13,2.39,275.587,0.039090655411495985,0.09225394677113052,True,True,1
WASP-137 Ab,0.681,1.27,3.9080284,0.0519,0.14,6100.0,1.216,1.65,289.0,0.03888046303485712,0.09175789276226282,True,True,1
WASP-139 Ab,0.117,0.8,5.924262,0.062,0.0,5151.0,0.87,0.846,212.472,0.046043646770069585,0.10866300637736422,True,True,1
WASP-13 b,0.52,1.32,4.35323,0.052,0.0,5826.0,,,156.0,0.04070903270041683,0.09607331717298372,True,True,1
WASP-140 Ab,2.44,1.44,2.2359835,0.0323,0.047,5260.0,0.9,0.87,180.0,0.04508951036361757,0.10641124445813746,True,False,0
WASP-141 b,2.69,1.21,3.310651,0.0469,0.0,5900.0,1.25,1.37,570.0,0.04019844483264889,0.09486832980505137,True,True,1
WASP-142 b,0.84,1.53,2.052868,0.0347,0.0,6010.0,1.33,1.64,840.0,0.039462699586127865,0.09313197102326176,False,False,0
WASP-143 b,0.725,1.234,3.778873,0.049,0.0007,5900.0,1.087,1.0,402.0,0.04019844483264889,0.09486832980505137,True,True,1
WASP-144 b,0.44,0.85,2.2783152,0.0316,0.0,4950.0,0.81,0.81,,0.04791329788133908,0.11307538299996021,True,False,0
WASP-145 Ab,0.89,0.9,1.7690381,0.0261,0.0,4900.0,0.76,0.68,,0.048402209084209884,0.11422921343873534,True,False,0
WASP-146 b,1.11,1.228,3.396944,0.0451,0.15,6100.0,1.057,1.29,495.0,0.03888046303485712,0.09175789276226282,True,True,1
WASP-147 b,0.275,1.115,4.60273,0.0549,0.0,5702.0,1.044,1.429,426.0,0.041594322082186684,0.09816260011396057,True,True,1
WASP-148 b,0.287,0.756,8.80345,0.08215,0.208,5460.0,1.0,1.03,248.1,0.04343787994736785,0.10251339667578811,False,True,0
WASP-149 b,0.991,1.36,1.332813,0.024,0.0,5750.0,1.05,1.08,211.73,0.041247099915239734,0.09734315579996577,True,False,0
WASP-14 Ab,7.341,1.281,2.2437661,0.036,0.087,6475.0,1.211,1.306,160.0,0.0366286987664291,0.08644372908877268,True,False,0
WASP-150 b,8.46,1.07,5.644207,0.0694,0.3775,6093.0,1.346,1.706,536.0,0.03892513121822229,0.09186330967500461,True,True,1
WASP-151 b,0.31,1.13,4.533471,0.055,0.0,5871.0,1.077,1.14,480.0,0.040397006389478525,0.09533693507916932,True,True,1
WASP-153,0.0211,0.2355,5.197576,0.0554,0.13,5325.0,0.852,0.871,74.797,0.04453912197420252,0.10511232785911795,False,True,0
WASP-153 Ab,0.39,1.55,3.332609,0.048,0.0,5914.0,1.336,1.73,430.0,0.04010328449655537,0.09464375141187067,False,True,0
WASP-154 b,0.626,0.96,3.811678,0.044,0.0,4774.0,0.8,0.823,215.501,0.04967968674332393,0.11724406071424448,True,False,0
WASP-155 b,0.871,1.2,3.110413,0.043,0.0,5660.0,1.09,1.24,399.63,0.041902972528732936,0.09889101516780974,True,True,1
WASP-156 b,0.1303,0.554,3.8361623,0.0451,0.0,4910.0,0.842,0.76,140.0,0.048303630246971166,0.11399656738285195,False,False,0
WASP-157 b,0.576,0.998,3.951623,0.0499,0.0,5772.0,1.06,1.1,337.71,0.041089886436699315,0.09697213199061039,True,True,1
WASP-158 b,2.79,1.07,,0.0517,0.0,6350.0,1.38,1.39,,0.037349736143721016,0.0881453772991816,True,True,1
WASP-159 b,0.55,1.38,3.840401,0.0538,0.0,6000.0,1.41,2.11,,0.03952847075210474,0.0932871909749672,True,True,1
WASP-15 b,0.542,1.428,3.7520656,0.0499,0.0,6300.0,1.18,1.477,308.0,0.03764616262105213,0.08884494378568303,True,True,1
WASP-160 Bb,0.281,1.093,3.768495,0.0455,0.0,5302.0,0.89,0.872,,0.04473233204689333,0.10556830363066826,True,True,1
WASP-161 b,2.49,1.143,5.4060425,0.0673,,6406.0,1.39,1.712,,0.03702323205005127,0.087374827638121,True,True,1
WASP-162 b,5.2,1.0,9.62468,0.0871,0.434,5300.0,0.95,1.11,,0.04474921217219404,0.10560814072637793,True,True,1
WASP-163 Ab,1.87,1.202,1.6096884,0.0266,,6472.0,1.318,1.146,261.386,0.03664567745868795,0.08648379880250356,True,False,0
WASP-164 b,2.13,1.128,1.7771255,0.02818,0.0,5806.0,0.946,0.932,,0.04084926360878891,0.09640426211674184,True,False,0
WASP-165 b,0.658,1.26,3.465509,0.04823,0.0,5599.0,1.248,1.75,,0.042359497144602326,0.09996841326126149,True,True,1
WASP-166 b,0.102,0.6155,5.44354215,0.0668,0.0,6050.0,1.19,1.22,113.0,0.039201789175641065,0.09251622245451292,False,True,0
WASP-167 b,0.37,1.62,2.0219583,0.0365,,7043.0,1.518,1.756,381.0,0.03367468756391146,0.07947226265083106,False,True,0
WASP-168 Ab,0.42,1.5,4.153658,0.0519,0.0,6000.0,1.08,1.12,303.941,0.03952847075210474,0.0932871909749672,True,True,1
WASP-169 b,0.561,1.304,5.6114118,0.0681,0.0,6110.0,1.337,2.011,638.0,0.03881682888913722,0.09160771617836384,True,True,1
WASP-16 b,0.855,1.008,3.1186009,0.0421,0.0,5550.0,1.022,0.946,,0.042733481894167286,0.1008510172702348,True,False,0
